sent_id,subj,pred,obj
8083,叶子,感受到,变化
8084,物质,送回,树根
8135,句子,改写成,字句
8157,动物,看到,植物
8165,酒店,提高,质量
8200,禽流感,成,流行病
8223,教授,发明,线
8224,电子,吸收,光线
8225,教授,研制,线
8242,手机,占用,时间
8245,行为,有,需要
8269,脚部,可以,疾病
8278,技术,使,吸水
8287,研究者,使,材料
8290,研究者,用于,方面
8290,材料,用于,方面
8291,电极,具有,特性
8299,大学生,擦亮,眼睛
8302,句子,说明,观点
8302,句子,换,说法
8313,技术,影响,方面
8328,中国,发生,变化
8339,大气层,起到,作用
8346,作用,相当于,冷水
8371,水蒸气,起到,作用
8417,观察,阻碍,距离
8433,方法,加以,解释
8436,经费,占,比例
8437,定义,做,说明
8444,科学,叫作,应用科学
8444,基础理论,解决,问题
8453,例子,突出,特点
8457,理解,存在,歧异
8465,性格,发生,变化
8466,皮尔索夫,谈到,问题
8472,细胞,转移,身上
8503,后面,还有,意思
8585,劳动力,带来,影响
8592,反应,得到,控制
8601,系统,发生,紊乱
8641,社会,发生,动乱
8652,程度,存在,差异
8699,人员,做,研究
8712,认知,受到,影响
8713,科学家,让,对象
8714,对象,识别,格子
8716,人员,进行,实验
8719,科学家,做,实验
8719,词汇,产生,影响
8760,识别,验证,距离
8767,思维,耗费,能量
8770,细胞,汲取,葡萄糖
8771,神经元,作为,动力
8774,大脑,消耗,热量
8794,工人,找到,问题
8817,问题,经过,讨论
8818,委员会,公布,报告
8831,下面,介绍,途径
8839,雷米,做,研究
8840,美国,做,调查
8863,系统,利用,传感器
8863,马达,做出,反应
8864,系统,进行,自动控制
8925,下方,有,镜子
8937,老师,讲,内容
8961,会议,保障,进行
8962,资料,评选,服装
8965,服装,错过,信息
8966,服装,解决,问题
8972,周围,有,场景
8977,女士,调整,长度
8988,国家,处于,水平
8991,前者,采用,技术
8991,列车,托起,厘米
9004,行为,具有,程度
9006,水平,有所,进步
9008,数量,有所,下降
9034,科技,达,水平
9041,磁场,存在,影响
9041,信鸽,有,反应
9042,人员,做,实验
9047,人员,证明,位置
9050,行为,受到,影响
9077,机器,出,问题
9100,中国,有,文字
9123,发展,奠定,基础
9124,生物,发生,变异
9125,太空,剥去,外衣
9126,环境,近似,真空
9127,条件,提供,基地
9129,成功,提供,条件
9131,中国,利用,卫星
9165,副词,表示,意思
9177,水稻,利用,卫星
9181,成果,提供,条件
9182,实验,验证,研究
9189,物质,具有,形状
9195,人类,使用,燃料
9196,木材,加热,洞穴
9197,能量,来自,木材
9199,燃烧,导致,增加
9202,装备,转变,混合物
9202,秸秆,转变,混合物
9202,混合物,取代,天然气
9206,赛跑,到达,终点
9211,城市,带来,压力
9239,种苗,送到,太空
9243,国家,拥有,技术
9246,进化,深受,影响
9247,环境,具有,影响
9247,因素,产生,影响
9250,工程,采取,原则
9279,气温,在,摄氏度
9284,选项,概括,内容
9297,生物,起到,作用
9298,动植物,组成,生态系统
9309,技术,降低,危害
9317,句子,补充,学生
9327,中国,为,时间
9329,大会,为,主题
9348,技术,受到,青睐
9358,列车,采用,技术
9360,列车,配备,系统
9386,文字,回答,问题
9412,词语,暗示,关系
9421,无理数,统称,正 负
9422,一点,表示,实数
9434,复数,建立,关系
9460,整体,分解,部分
9483,图形,计算,气温
9506,对象,达到,总人口
9513,运算,指,过程
9536,练习,熟读,法则
9571,词语,组成,句子
9572,术语,有,含义
9576,期间,进行,管理
9576,基地,进行,管理
9592,符号,起,作用
9606,初叶,表示,根号
9606,笛卡儿,表示,根号
9607,符号,包含,意思
9638,直线,经过,函数
9685,后面,加,条件
9686,向日葵,改变,方向
9697,趋向,强调,方向
9699,趋势,产生,影响
9708,结构,称作,泡沫
9718,数学,包含,三角
9720,海面,上升,陆地
9722,数学,作为,曲面
9722,平面,作为,曲面
9723,体积,升高,需求
9733,图像,移动,单位
9736,集合,称为,函数
9736,集合,叫作,函数
9747,需要,满足,条件
9816,几何体,叫作,圆台
9827,线段,叫作,半径
9867,自行车,为,起点
9883,大小,叫作,物体
9889,报告,参照,格式
9896,线段,称为,长方体
9898,梯形,围绕,直线
9918,直线,叫作,线
9922,几何,在,身边
9926,长方形,卷,圆柱
9926,对角线,成为,线
9928,大自然,选择,规律
9935,结构,使,表面积
9937,事物,有着,关系
9956,影响力,作用,效果
9959,物体,发生,改变
9961,定律,保持,状态
9962,特性,叫作,惯性
9969,定律,表示,等式
9970,物体,产生,加速度
9976,物体,看作,组合
9987,对象,涉及,关系
9996,工程学,研究,联系
9997,位置,发生,变化
9999,反比,表示,方面
9999,一方,发生,变化
9999,一方,起,变化
10006,形容词,指明,性质
10018,术语,表述,集合
10022,公众,表达,看法
10030,变化,带来,影响
10035,现象,指,变化
10054,词语,施加,形变
10072,物体,有,接触
10072,塑料,进行,研究
10072,词语,改写,句子
10074,劳动力,生产,产品
10083,大小,跟,作用力
10083,大小,跟,反比
10096,物体,恢复,原状
10097,物体,恢复,形状
10098,弹簧,发生,形变
10098,规律,叫作,定律
10102,人类,建造,梯子
10103,人类,建造,天梯
10106,牛顿,进行,描述
10112,比例,影响,速度
10113,火箭,提高,速度
10114,火箭,达,速度
10116,火箭,有,系统
10117,系统,好比,大脑
10119,运载火箭,回答,问题
10119,系统,起,作用
10120,物体,移动,距离
10122,物体,具有,能量
10123,手推车,具有,能量
10124,能量,叫,动能
10128,物体,叫,势能
10128,能量,叫,势能
10135,物体,有,势能
10139,跳板,发生,形变
10139,运动员,转化,势能
10139,运动员,转化,动能
10142,分子,做,运动
10142,分子,具有,势能
10165,技术,转化,生产力
10166,形式,发生,变化
10173,现象,必有,化合
10181,气温,具有,相关
10187,飞船,跟踪,小行星
10211,起电,创造,电
10220,推力,弄懂,问题
10220,燃烧,研究,问题
10225,焦耳,花,时间
10234,词语,组成,动能
10239,汽车,转化,环境
10239,一部分,转化,环境
10259,定律,使,物体
10260,爱因斯坦,推导,方程
10261,物体,有,能量
10267,内部,存在,运动
10268,粒子,具有,能量
10270,莉泽·迈特纳,算出,能量
10271,方程,改变,认知
10273,系统,标志,数量
10282,物体,带上,电
10284,电子,转移,物体
10284,物体,得到,电子
10284,物体,带,正电
10290,物体,叫,导体
10291,物体,叫,绝缘体
10301,电阻,表示,作用
10303,路径,叫作,电路
10304,电流,流向,正极
10309,电路,叫作,通路
10309,电路,叫作,断路
10309,电路,叫作,短路
10338,世界,没有,起点
10349,电容,起,作用
10351,对象,指,事情
10357,飞行,消耗,能量
10358,企业,获得,效果
10379,电子,做,运动
10384,飞机,做,动力
10387,导弹,达到,温度
10387,表面,达到,温度
10392,电流,带,电荷
10393,海洋,受,照射
10394,色彩,进行,调节
10395,宇宙飞船,建造,温室
10401,电阻,表示,导体
10402,电流,叫作,电路
10409,物体,带,负电
10419,作用力,有,关系
10430,地线,走,线
10430,集成电路,打破,概念
10430,元器件,组成,整体
10434,情况,关系,水平
10435,进步,推动,发展
10439,集成电路,有,类别
10441,电,存在,联系
10442,电荷,使,导体
10442,电流,使,线圈
10443,法拉第,进行,研究
10450,拉第,分析,实验
10451,线圈,没有,联系
10453,磁场,发生,变化
10455,结论,做,实验
10455,法拉第,做,实验
10475,年代,引发,想象
10481,技术,发展,今天
10487,装置,发射,能量
10489,人类,运用,技术
10500,中微子,没有,质量
10506,现象,归结,原因
10511,定律,奠定,基础
10514,美国,发射,卫星
10515,计算,要,规则
10517,社会,推进,时代
10527,研究,分为,部分
10535,物质,称为,液晶
10536,词语,组成,系统
10536,研究,进行,试图
10541,奥斯特,发现,电流
10554,法拉第,分析,实验
10562,速度,等于,光速
10563,无线电波,有,特性
10571,空间,叫作,磁场
10571,空间,叫作,电场
10577,牛顿,建立,理论
10584,实验,开拓,道路
10585,人类,带进,时代
10591,赫兹,发挥,作用
10599,直线,叫,光线
10604,光,射到,界面
10604,定律,叫作,反射
10604,现象,叫作,反射
10607,光线,合为,一线
10610,反射,指,光线
10613,现象,叫作,折射
10615,光线,服从,定律
10615,线,处在,光线
10615,光线,位于,两侧
10617,光,射入,介质
10618,常数,有,关系
10620,定律,构成,基础
10625,发电站,利用,能量
10634,物体,遵循,定律
10643,人类,使用,能源
10654,粒子,服从,规律
10661,密度,释放,辐射
10662,合成纤维,具有,特点
10664,效应,指,现象
10664,金属,出,电子
10675,直线,传播,句子
10675,两侧,反射,线
10681,反射,遵循,定律
10692,事例,有,关系
10695,条件,射向,介质
10697,光,偏离,方向
10705,横波,产生,现象
10709,中叶,发现,光
10712,粒子,受到,激发
10714,汤斯,发现,激光
10715,分子,发出,强光
10716,物质,产生,强光
10740,汉语,获得,激光
10745,激光,应用,方面
10750,元素,禁不住,考验
10751,元素,定义,总称
10752,元素,组成,物质
10760,元素,还有,名称
10760,元素,叫作,金属元素
10761,周期表,揭示,联系
10768,原子,形成,结构
10776,限度,决定,转化率
10777,反应,达到,状态
10779,反应,禁不住,动词
10806,相对论,提供,依据
10823,物体,呈现,颜色
10824,物质,呈现,状态
10829,知识,来自,研究
10840,形成,有,过程
10857,二氧化锰,作为,催化剂
10857,过氧化氢,分解,氧气
10858,一氧化碳,还原,四氧化三铁
10878,性质,取决于,运动
10882,居里夫人,发现,汉语
10900,问题,有,答案
10904,能量,有,差别
10912,现象,叫作,效应
10912,光线,偏离,方向
10920,粒子,相当于,大小
10930,形成,发生,散射
10937,波长,满足,关系
10939,活动,离不开,细胞
10941,细胞,完成,活动
10944,细胞,有,结构
10944,细胞,有,细胞核
10946,细胞,没有,细胞核
10946,细胞,没有,拟核
10947,化合物,组成,细胞
10948,核酸,组成,细胞
10968,无机盐,有,作用
10987,气体,合成,物质
11005,冰山,流入,海洋
11009,速度,达到,声速
11023,稳定,具有,意义
11030,区别,写出,化合物
11039,化学反应,需要,能量
11040,学者,注意,危险性
11043,细菌,利用,物质
11044,人员,掌握,技术
11045,汉语,组成,句子
11045,基本单位,组成,氨基酸
11045,性质,影响,光线
11050,生物,具有,结构
11055,RNA,携带,信息
11066,DNA,提供,信息
11068,食物,补充,能量
11073,细胞,受到,作用
11073,遗传物质,发生,变化
11074,结构,发生,变化
11074,表面,发生,变化
11078,科学家,合成,化合物
11086,桑格,测得,顺序
11094,科学家,完成,合成
11101,课文,发表,报告
11102,技术,发生,变化
11107,二进制,作为,基础
11109,组成部件,具有,功能
11109,组成部件,具有,走向
11109,计算机,具有,功能
11109,计算机,具有,走向
11109,结果,输出,用户
11110,计算机,具备,加工厂
11122,外存,存放,信息
11123,电信号,送进,计算机
11138,计算机,分为,阶段
11142,系统,采用,措施
11143,影片,采用,技术
11157,大脑,具有,功能
11161,具有,强调,存在
11164,质量,符合,要求
11168,国家,具备,条件
11173,计算机,传送,信息
11187,结果,得到,证实
11196,通信卫星,给,驾驶员
11196,信息,给,驾驶员
11199,关系,成为,课题
11200,加工,操作,计算机
11206,化学,到,生活
11214,网络,叫作,高速公路
11217,计算机,拥有,能力
11222,控制器,组成,计算机
11228,结果,给,用户
11231,计算机,具有,能力
11248,蒂姆,进入,实验室
11250,牛津大学,主修,物理
11258,服务器,发布,信息
11267,卫星,绕,地球
11269,开普勒,用,时间
11269,火星,绕,太阳
11269,后人,称为,定律
11276,定律,揭示,规律
11291,卫星,经过,地点
11292,参数,描述,运动
11295,牛顿,总结,定律
11297,性质,呈,变化
11304,比值,表示,关系
11306,比值,叫作,速度
11307,比值,叫作,功率
11339,练习,熟读,汉语
11343,天体,围绕,地球
11351,法拉第,奠定,基础
11356,定律,告诉,物体
11361,第谷,提出,定律
11370,位置,取决于,参数
11381,卫星,受,影响
11382,天体,存在,影响
11389,动力,使,轨道
11395,距离,呈,变化
11403,探测器,获得,加速度
11404,范围,称为,窗口
11406,太阳,位于,两侧
11407,现象,出现,窗口
11416,物体,吸收,气体
11416,分子,发出,现象
12120,分子,发出,鲜艳
12126,效应,叫作,现象
12169,设计,突破,条件
12169,大桥,成为,工程
12179,起点,在,香港
12182,修建,破坏,环境
12196,时间,翻开,地图
12213,高原,走出,封闭
12221,旅馆,回答,问题
12224,角色,发生,转变
12246,下列,属于,样式
12248,系统,进行,监控
12257,工程,采用,标准
12268,时间,实现,清零
12303,行业,得到,发展
12328,系统,进行,分析
12329,系统,进行,处理
12334,系统,适应,状态
12335,系统,进行,控制
12335,系统,开启,功能
12342,系统,进行,充电
12351,发展,带来,剧增
12358,程度,得到,改善
12359,强度,有所,降低
12376,材料,赋予,混凝土
12376,材料,赋予,良好
12378,噪音,带来,影响
12382,工程,抢,进度
12387,传感器,连接,电
12429,时间,称,水立方
12429,中心,称,水立方
12432,水立方,举办,比赛
12433,水立方,成为,中心
12439,水立方,采用,设计
12441,立方,创造,形式
12445,水立方,承担,比赛
12451,水立方,成为,场所
12458,鸟巢,形成,关系
12459,建筑,使用,技术
12472,幕墙,使用,软件
12477,设计,利用,系统
12491,大楼,设计,空间
12494,中心,包含,空间
12504,鸟巢,成为,建筑
12534,都江堰,代表,水平
12539,都江堰,迎来,发展
12539,水利工程,发展,系统
12546,工程,有,作用
12549,都江堰,列入,名录
12551,工程,守护,水势
12553,工程,发挥,作用
12556,房屋,满足,需要
12556,地区,有,形式
12556,布局,有,形式
12561,四合院,有着,历史
12567,布局,发生,变化
12568,历史,进入,阶段
12574,变迁,发生,变化
12577,问题,贯穿,历史
12583,解释,形容,事物
12596,中间,设有,火炉
12657,下面,作为,支撑
12658,结构,有着,工艺
12659,连接,采用,结构
12661,吊脚楼,解决,问题
12662,形式,解决,影响
12682,标志,宣告,商用
12686,技术,始于,年末
12686,网络,具有,容量
12692,传输,需要,支持
12701,覆盖率,达到,程度
12704,网络,具有,特点
12707,用户,没,必要
12708,产生,有,过程
12720,标志,宣告,使用
12727,发展,成为,驱动力
12730,技术,包括,波
12736,技术,经历,传输
12741,规范,包括,结构
12743,系统,支持,配置
12753,技术,包括,方面
12757,波,在,电波
12761,软件,引起,轩然大波
12763,处理,需要,时间
12771,能力,起到,作用
12775,识别,成为,主力
12802,受访者,使用,识别
12805,识别,应用,方方面面
12806,应用,为,前提
12806,技术,有,可能
12808,识别,面临,风险
12812,机构,设置,措施
12824,识别,应用到,方方面面
12842,商洛市,缓解,线
12842,西安,回答,问题
12852,圆角,设计,环境
12852,环境,选择,词语
12874,解释,读完,文章
12900,技术,解释,意思
12913,公式,算出,面积
12924,圆周,分成,圆弧
12924,边长,作为,上限
12935,公式,还有,形式
12940,形式,有,关系
12941,扇形,拼凑,长方形
12943,雪花,贯穿,始终
12943,雪花,贯穿,引导牌
12943,外形,像,雪花
12944,雪花,来自,大自然
12947,几何学,为,对象
12948,平面,解析,几何
12950,表面,看成,球面
12975,曲线,没有,切线
12985,内容,缩写,几何学
12995,阶段,学习,函数
12998,望远镜,确定,线
13000,微积分,包括,内容
13007,坡度,定义,比值
13011,计算,用到,微积分
13021,时间,在,点上
13049,阿基米德,进行,研究
13059,心脏,发出,波
13066,信号,进行,放大
13070,系统,借助,方程
13076,牛顿,还有,发明
13078,牛顿,创造,微积分
13082,表达,学习,文章
13093,世纪,记录,数字
13093,阿基米德,记录,数字
13093,沙子,超过,单位
13098,数学家,花费,时间
13104,问题,探讨,关系
13105,元素,搭配,一对
13129,数列,有,联系
13134,数列,有所,体现
13160,面积,使用,公式
13180,数列,还有,应用
13191,密文,隐藏,信息
13191,加密,转换,过程
13191,明文,转换,过程
13191,解密,转换,过程
13191,密文,转换,过程
13203,字母,转换,数字
13203,元素,取,空格
13205,产生,提升,高度
13208,凯莱,进行,研究
13210,发展,贡献,力量
13214,过程,运用,方法
13215,内容,找到,知识
13216,过程,相当于,变换
13224,内容,缩写,矩阵
13235,专业,发生,变化
13242,结果,有,差距
13245,班长,统计,信息
13265,小球,到达,位置
13266,结果,存在,关系
13272,指标,受,影响
13276,技术,提供,支撑
13280,技术,实现,处理
13286,软件,遵循,指令
13300,输入法,发展,汉字
13300,计算机,引进,中国
13306,计算机,使用,字型
13307,输入法,有,路线
13309,输入法,有着,优势
13315,王永民,推出,输入法
13317,输入法,开创,时代
13317,影响力,低于,印刷术
13321,朱守涛,发明,输入法
13324,输入法,成为,软件
13325,微软,内置,输入法
13327,软件,整合,优点
13329,公司,推出,输入法
13330,用户,备份,信息
13331,微软,推出,输入法
13331,输入法,占据,地位
13332,企业,开发,输入法
13333,输入法,延续,特点
13349,汉字,拆,基本单位
13355,汉字,进入,计算机
13360,输入法,采用,规则
13361,汉字,处理,问题
13395,输入法,采用,字母
13410,占比,达到,比例
13413,支付,产生,影响
13415,发展,有,原因
13432,人民币,提供,空间
13436,国家,发展,形态
13438,人民币,发挥,作用
13441,方式,带动,发展
13442,支付,改变,形态
13444,直播,为,基础
13446,发展,使,体验
13452,主播,关注,质量
13456,成熟,经历,过程
13459,支付,带动,发展
13461,写作,写,看法
13467,解锁,运用,技术
13468,技术,运用,领域
13471,信息,转变,信号
13472,系统,进行,计算
13481,机器人,构成,系统
13481,机器人,实现,部分
13485,雪花,让,观众
13488,技术,采用,引擎
13488,信息,生成,效果
13490,技术,应用,领域
13502,波,遇到,障碍物
13505,透镜,接收,光
13506,光线,经过,透镜
13513,物体,转为,灰色
13519,相机,感应,光
13522,分钟,破解,识别
13527,团队,展示,技术
13534,银行,采用,识别
13536,场合,强调,程度
13544,官方,控制,条件
13547,通信,延续,规律
13548,进步,促进,发展
13549,通信,走,千家万户
13550,5G,解决,通信
13565,发电,得到,发展
13571,使用,带来,问题
13573,能源,采用,科技
13577,能量,转换,电能
13585,潮汐,来自,影响
13590,技术,有着,意义
13594,技术,存在,问题
13594,技术,成为,主流
13595,技术,有,用途
13598,技术,有,水库
13603,技术,有,缺点
13607,电池,得到,发展
13617,金属,失去,电阻
13625,电容器,具有,面积
13631,技术,利用,电能
13631,技术,利用,压缩空气
13633,结构,面临,挑战
13638,技术,得到,发展
13639,技术,具有,特点
13647,技术,使用,能源
13651,设备,输入,系统
13652,技术,产生,影响
13653,系统,分配,功能
13655,技术,分为,方式
13659,能量,输送,用户
13659,能量,输送,供应
13661,天然气,达到,效果
13662,能源,作为,来源
13662,能源,作为,发电
13665,技术,成为,环节
13667,技术,存在,缺点
13668,电网,使用,技术
13669,技术,知,量子
13678,量子力学,发挥,作用
13679,概念,叫作,形式
13687,物体,辐射,能量
13688,物理,出,问题
13689,问题,称作,灾难
13690,能量,叫作,量子
13692,水流,发生,变化
13699,科学,发表,成果
13701,数学,形成,体系
13703,计算机,有,不同
13706,电脑,称为,计算机
13708,量子力学,允许,物体
13711,计算机,有,键盘
13713,计算机,使用,Python
13715,计算机,有,机会
13716,计算,有所,应用
13717,技术,进行,分析
13720,计算机,用于,问题
13721,通信,架,通信网
13725,实验,进行,解释
13725,科学家,命名,卫星
13729,通信,具有,优点
13730,通信,具有,意义
13731,思想,包括,部分
13733,信息,分为,部分
13744,操作,改变,状态
13747,理论,解释,系统
13748,量子力学,改变,理解
13750,计算机,应用,领域
13757,速度,乘以,时间
13762,古人,记录,时间
13764,装置,指示,时间
13766,时钟,记录,时间
13766,精确度,满足,需要
13769,内部,存在,结构
13774,原子,接收,能量
13784,卫星,有,限制
13797,状态,使,速度
13800,人类,超越,范围
13801,人类,认识,世界
13802,测量,有,关系
13802,需求,有,关系
13807,系统,覆盖,表面
13811,美国,建成,系统
13813,苏联,建立,系统
13823,半导体,关注,开幕式
13829,技术,名叫,二极管
13831,模块,组成,空间
13833,团队,设计,系统
13834,团队,采用,发生器
13846,特性,使得,半导体
13847,集成电路,称为,芯片
13850,集成电路,分为,大规模集成电路
13851,发展,遵循,定律
13852,定律,指导,发展
13861,技术,基于,材料
13865,发展,改变,体验
13870,半导体,有,应用
13872,发展,带来,变化
13875,科技,发挥,作用
13877,危机,指,事件
13878,管理,包括,阶段
13880,管理,需要,协作
13882,力量,发挥,作用
13882,技术,发挥,作用
13885,技术,提供,手段
13886,科学家,利用,技术
13887,人员,利用,技术
13891,工具,提供,便利
13896,组织,发挥,作用
13899,援助,提供,支持
13900,建设,帮助,发展中国家
13902,社会,加强,合作
13909,科技,改变,方式
13910,人类,获取,营养
13927,技术,延长,保质期
13928,技术,提高,准确性
13929,技术,改善,功能
13930,发展,带来,挑战
13936,方式,发生,变化
13937,普及,带来,问题
13938,结构,增加,风险
13950,化学元素,知,话题
13953,化学元素,影响,日常生活
13955,人类,发现,元素
13959,元素,分为,气体
13960,金属元素,位于,中部
13960,金属元素,位于,右侧
13961,周期表,组织,系统
13961,元素,组织,系统
13963,化学元素,扮演,角色
13972,贵金属,用作,珠宝
13975,化学,发挥,作用
13975,研究,提供,支持
13975,发展,开辟,途径
13975,利用,离不开,研究
13977,技术,转化,物质
13977,材料,去除,污染物
13977,塑料,减少,污染
13978,研究,提高,效率
13978,发展,减少,依赖
13996,距离,等于,图形
14014,牛顿,回到,家乡
14016,概念,引导,牛顿
14018,牛顿,求,切线
14023,牛顿,写下,论文
14035,冯·诺依曼,得出,答案
14050,数字,保护,钱款
14057,数字,进行,组合
14070,公司,保持,空间
14077,文本,输入,汉字
14079,输入法,输入,汉字
14090,大小,受,限制
14091,用户,选择,输入法
14101,支付,贯穿,环节
14119,发展,面临,挑战
14143,力学,进行,研究
14148,文本,利用,导航
14156,系统,提供,服务
14162,系统,具有,功能
14199,化学元素,知,听力
14250,读法,回答,问题
14255,练习,读出,算式
14262,负数,表示,方向
14264,正数,表示,收入
14292,格式,表示,压强
14297,压强,简称为,气压
14305,字母,表示,简称
14305,方程,学习,课文
14312,东西,含有,物质
14323,等式,叫,方程
14332,简称,含有,等式
14337,质量,叫做,密度
14350,未知数,含有,方程
14354,目标,掌握,关系
14378,面积,大,房间
14408,绝对值,说说,关系
14410,解释,连接,判断
14423,周长,发生,变化
14424,面积,发生,变化
14428,地球,围,太阳
14433,关系,掌握,说法
14434,关系,填入,词语
14435,月亮,围,地球
14449,射线,绕,端点
14449,一点,画出,曲线
14466,练习,完成,对话
14474,正方形,得到,应用
14478,正方形,得到,广泛
14488,物理学家,进行,计算
14500,分数,统称,有理数
14511,变化,生成,物质
14540,气味,发生,变化
14542,变化,分为,化学变化
14547,变化,有,关系
14550,对象,统称,元素
14550,对象,统称,element
14552,催化剂,指,物质
14569,物体,到,作用
14575,格式,拉,小车
14589,小车,受到,摩擦力
14590,物体,受到,重力
14607,练习,说出,方向
14607,运动,受到,重力
14617,方向,相同,重力
14617,电灯,受到,重力
14617,方向,相反,游戏
14618,同学,说出,方向
14620,叶子,做,旋转
14636,重心,有,关系
14637,大小,没有,关系
14653,质量,写出,关系
14667,重力,没有,关系
14681,操作,填入,词语
14685,汽车,到达,终点
14694,时间,求,路程
14772,条件,得到,结果
14775,格式,量,长度
14786,生活,离不开,技术
14787,玻璃杯,测,温度
14796,长度,表示,大小
14817,用处,量,长度
14817,大气,有,压强
14820,路程,需要,时间
14840,欧洲人,称呼,物理学
14856,体积,等于,ml
14859,问题,进行,讨论
14875,三中,来自,试管
14884,三中,用,试管
14889,氧气,氧化,反应
14893,氢气,还原,氧化铜
14895,颜色,呈,反应
14936,水滴,成为,放大镜
14957,玻璃板,需要,放大镜
14962,边长,计算,面积
14971,计算器,注明,含量
14978,行驶,填入,分类
15050,对象,加,题目
15054,资料,分析,情况
15088,时代,需要,数学
15095,物质,有,不同
15107,质量,衡量,大小
