entity,tier,ahp_weight
燃点,0,0.0
自燃,0,0.0
乘积,0,0.0
字样,0,0.0
同位素,3,0.03
极轴,0,0.0
横行,0,0.0
手心,0,0.0
描述,0,0.0
升华,0,0.0
空隙,0,0.0
暖气,0,0.0
对流,0,0.0
吸引,0,0.0
大类,0,0.0
形变,0,0.0
散射,0,0.0
阻碍,0,0.0
-57℃,0,0.0
上下方,0,0.0
图象,0,0.0
宽度,0,0.0
方向性,0,0.0
激光束,0,0.0
新纪元,0,0.0
猫眼,0,0.0
海平面,0,0.0
发射,0,0.0
时间差,0,0.0
天空,0,0.0
最高点,0,0.0
航船,0,0.0
博客,0,0.0
不变,0,0.0
一起,0,0.0
感应,0,0.0
适当,0,0.0
高新技术,0,0.0
经济危机,0,0.0
灭绝,0,0.0
人才,0,0.0
皮毛,0,0.0
共同点,0,0.0
弱势,0,0.0
后果,0,0.0
事情,0,0.0
航行,0,0.0
联想,0,0.0
类别,0,0.0
途径,0,0.0
扭转,0,0.0
氮氧化物,0,0.0
结晶体,0,0.0
可能,0,0.0
树根,0,0.0
字句,0,0.0
流行病,0,0.0
吸水,0,0.0
观点,0,0.0
冷水,0,0.0
应用科学,0,0.0
歧异,0,0.0
紊乱,0,0.0
动乱,0,0.0
差异,0,0.0
自动控制,0,0.0
镜子,0,0.0
进行,0,0.0
场景,0,0.0
厘米,0,0.0
下降,0,0.0
外衣,0,0.0
洞穴,0,0.0
增加,0,0.0
原则,0,0.0
危害,0,0.0
主题,0,0.0
青睐,0,0.0
正 负,0,0.0
总人口,0,0.0
含义,0,0.0
根号,0,0.0
泡沫,0,0.0
三角,0,0.0
陆地,0,0.0
圆台,0,0.0
长方体,0,0.0
身边,0,0.0
圆柱,0,0.0
表面积,0,0.0
看法,0,0.0
原状,0,0.0
梯子,0,0.0
天梯,0,0.0
生产力,0,0.0
化合,0,0.0
相关,0,0.0
小行星,0,0.0
正电,0,0.0
绝缘体,0,0.0
正极,0,0.0
通路,0,0.0
断路,0,0.0
短路,0,0.0
温室,0,0.0
负电,0,0.0
想象,0,0.0
今天,0,0.0
规则,0,0.0
试图,0,0.0
光速,0,0.0
道路,0,0.0
一线,0,0.0
折射,0,0.0
激发,0,0.0
强光,0,0.0
考验,0,0.0
总称,0,0.0
转化率,0,0.0
四氧化三铁,0,0.0
拟核,0,0.0
声速,0,0.0
危险性,0,0.0
氨基酸,0,0.0
走向,0,0.0
加工厂,0,0.0
证实,0,0.0
驾驶员,0,0.0
课题,0,0.0
高速公路,0,0.0
地点,0,0.0
鲜艳,0,0.0
香港,0,0.0
封闭,0,0.0
转变,0,0.0
样式,0,0.0
标准,0,0.0
清零,0,0.0
充电,0,0.0
剧增,0,0.0
改善,0,0.0
混凝土,0,0.0
良好,0,0.0
进度,0,0.0
比赛,0,0.0
场所,0,0.0
名录,0,0.0
水势,0,0.0
火炉,0,0.0
支撑,0,0.0
商用,0,0.0
年末,0,0.0
容量,0,0.0
必要,0,0.0
驱动力,0,0.0
配置,0,0.0
电波,0,0.0
轩然大波,0,0.0
主力,0,0.0
方方面面,0,0.0
前提,0,0.0
上限,0,0.0
始终,0,0.0
引导牌,0,0.0
球面,0,0.0
点上,0,0.0
发明,0,0.0
一对,0,0.0
体现,0,0.0
空格,0,0.0
矩阵,0,0.0
差距,0,0.0
指令,0,0.0
字型,0,0.0
优势,0,0.0
印刷术,0,0.0
地位,0,0.0
体验,0,0.0
观众,0,0.0
引擎,0,0.0
障碍物,0,0.0
灰色,0,0.0
千家万户,0,0.0
主流,0,0.0
水库,0,0.0
缺点,0,0.0
压缩空气,0,0.0
供应,0,0.0
灾难,0,0.0
不同,0,0.0
Python,0,0.0
机会,0,0.0
通信网,0,0.0
二极管,0,0.0
大规模集成电路,0,0.0
协作,0,0.0
手段,0,0.0
便利,0,0.0
营养,0,0.0
保质期,0,0.0
准确性,0,0.0
日常生活,0,0.0
右侧,0,0.0
珠宝,0,0.0
污染物,0,0.0
依赖,0,0.0
家乡,0,0.0
论文,0,0.0
钱款,0,0.0
服务,0,0.0
听力,0,0.0
算式,0,0.0
收入,0,0.0
气压,0,0.0
房间,0,0.0
判断,0,0.0
对话,0,0.0
element,0,0.0
游戏,0,0.0
旋转,0,0.0
ml,0,0.0
试管,0,0.0
题目,0,0.0
扩展,0,0.0
正误,0,0.0
标记,0,0.0
motion,0,0.0
对错,0,0.0
录音,0,0.0
小时,0,0.0
草地,0,0.0
生锈,0,0.0
生物学,0,0.0
水平线,0,0.0
BB,0,0.0
质数,0,0.0
AB,0,0.0
混合体,0,0.0
圆球,0,0.0
正确,0,0.0
波浪线,0,0.0
化学工业,0,0.0
实例,0,0.0
空缺,0,0.0
任务,0,0.0
乘法,0,0.0
虚数,0,0.0
阿拉伯,0,0.0
奇数,0,0.0
公里,0,0.0
立方米,0,0.0
熔化,0,0.0
气化,0,0.0
凝固,0,0.0
编号,0,0.0
数目,0,0.0
氢氯酸,0,0.0
要素,0,0.0
论证,0,0.0
白矮星,0,0.0
用电量,0,0.0
云雾,0,0.0
100℃,0,0.0
云层,0,0.0
导向,0,0.0
提升,0,0.0
大方面,0,0.0
参与,0,0.0
合成物,0,0.0
冲击,0,0.0
困难,0,0.0
一定,0,0.0
工厂,0,0.0
运行,0,0.0
大小写,0,0.0
驱动,0,0.0
一生,0,0.0
寿命,0,0.0
呼吸,0,0.0
诀窍,0,0.0
生物技术,0,0.0
遗传,0,0.0
染色体,0,0.0
财富,0,0.0
劳动者,0,0.0
通货膨胀,0,0.0
设计者,0,0.0
投入,0,0.0
代表,0,0.0
大雪,0,0.0
自然,0,0.0
Cn,0,0.0
Copernicium,0,0.0
质疑,0,0.0
运转,0,0.0
冷血动物,0,0.0
体温,0,0.0
保护者,0,0.0
媒介,0,0.0
前景,0,0.0
探索,0,0.0
军官,0,0.0
骗术,0,0.0
表述,0,0.0
土壤,0,0.0
转折,0,0.0
智慧,0,0.0
属性,0,0.0
启发,0,0.0
对比,0,0.0
大陆,0,0.0
灭亡,0,0.0
基准,0,0.0
网上,0,0.0
成熟期,0,0.0
假说,0,0.0
海豹,0,0.0
地层,0,0.0
鸟粪,0,0.0
形貌,0,0.0
石头,0,0.0
个头,0,0.0
迹象,0,0.0
异议,0,0.0
虫洞,0,0.0
壁垒,0,0.0
艾萨克·牛顿,0,0.0
有机化学,0,0.0
传导,0,0.0
转移,0,0.0
抑制,0,0.0
生长,0,0.0
相撞,0,0.0
直觉,0,0.0
碱基对,0,0.0
认可,0,0.0
尊严,0,0.0
综合征,0,0.0
道德,0,0.0
笑气,0,0.0
证明,0,0.0
精神,0,0.0
镜像,0,0.0
图案,0,0.0
干扰,0,0.0
误差,0,0.0
准确,0,0.0
阻滞,0,0.0
大脑皮层,0,0.0
检索,0,0.0
嫌疑度,0,0.0
碎块,0,0.0
里程碑,0,0.0
种群,0,0.0
威胁,0,0.0
干冰,0,0.0
提高,0,0.0
起源,0,0.0
有效性,0,0.0
产物,0,0.0
体外,0,0.0
酸类,0,0.0
词 保,0,0.0
黑金,0,0.0
参考,0,0.0
网格球顶,0,0.0
检核,0,0.0
透气性,0,0.0
偏好,0,0.0
刺激,0,0.0
还原,0,0.0
陶器,0,0.0
顶点,0,0.0
此类,0,0.0
执行,0,0.0
陌生人,0,0.0
机率,0,0.0
流线型,0,0.0
跨度,0,0.0
登机,0,0.0
阅读,0,0.0
输入 束,0,0.0
△ABC,0,0.0
中线,0,0.0
真假,0,0.0
光源,0,0.0
萤火虫,0,0.0
表面上,0,0.0
光年,0,0.0
海市蜃楼,0,0.0
厚度,0,0.0
身心健康,0,0.0
间隔,0,0.0
轮轴,0,0.0
串联,0,0.0
圆周率,0,0.0
原子量,0,0.0
统一,0,0.0
惰性,0,0.0
外面,0,0.0
上空,0,0.0
硫酸钾,0,0.0
缝隙,0,0.0
活动性,0,0.0
铝热剂,0,0.0
查询,0,0.0
外部设备,0,0.0
晶体管,0,0.0
尺寸,0,0.0
剪贴板,0,0.0
目的地,0,0.0
菜单,0,0.0
细胞壁,0,0.0
生命力,0,0.0
一侧,0,0.0
特征,0,0.0
扩散,0,0.0
生活方式,0,0.0
破坏,0,0.0
药剂,0,0.0
消费者,0,0.0
森林,0,0.0
vt,0,0.0
镜面,0,0.0
轴上,0,0.0
碳酸氢铵,0,0.0
规整,0,0.0
摄像头,0,0.0
数据库,0,0.0
查找,0,0.0
x²,0,0.0
to,0,0.0
制作,0,0.0
状况,0,0.0
机械化,0,0.0
弹性,0,0.0
黄金分割,0,0.0
书面,0,0.0
余数,0,0.0
变革,0,0.0
分诊,0,0.0
医院,0,0.0
根本,0,0.0
主要,0,0.0
奥秘,0,0.0
短缺,0,0.0
配合,0,0.0
王国,0,0.0
边界,0,0.0
原型,0,0.0
重要性,0,0.0
逻辑,0,0.0
行列,0,0.0
提名,0,0.0
处理器,0,0.0
向往,0,0.0
许可,0,0.0
Aero,0,0.0
源程序,0,0.0
编译,0,0.0
介绍,0,0.0
瘫痪,0,0.0
协议,0,0.0
分量,0,0.0
不便,0,0.0
好处,0,0.0
总结,0,0.0
棱线,0,0.0
总体,0,0.0
分布,0,0.0
百分比,0,0.0
量度,0,0.0
安排,0,0.0
碎片,0,0.0
代谢,0,0.0
维生素,0,0.0
米糠,0,0.0
规律性,0,0.0
标准化,0,0.0
外界,0,0.0
回路,0,0.0
壳体,0,0.0
完善,0,0.0
特色,0,0.0
异同,0,0.0
自然资源,0,0.0
部门,0,0.0
全称,0,0.0
独立性,0,0.0
帮助,0,0.0
进军,0,0.0
本领,0,0.0
磁悬浮,0,0.0
悬浮,0,0.0
出口,0,0.0
映射,0,0.0
章节,0,0.0
复眼,0,0.0
冰点,0,0.0
以往,0,0.0
了解,0,0.0
关联,0,0.0
淤塞,0,0.0
岸边,0,0.0
胜败,0,0.0
损失,0,0.0
相关性,0,0.0
模拟,0,0.0
演变,0,0.0
战争,0,0.0
整理,0,0.0
古猿,0,0.0
外围,0,0.0
摇篮,0,0.0
外星人,0,0.0
人群,0,0.0
H5N1,0,0.0
荷兰,0,0.0
打击,0,0.0
侵袭,0,0.0
报酬,0,0.0
勤奋,0,0.0
细节,0,0.0
解放,0,0.0
硬壳,0,0.0
面貌,0,0.0
寒武纪,0,0.0
深度,0,0.0
景观,0,0.0
情绪,0,0.0
内能,0,0.0
代价,0,0.0
家里,0,0.0
心理,0,0.0
心态,0,0.0
意味,0,0.0
安慰,0,0.0
哈欠,0,0.0
模仿,0,0.0
感染力,0,0.0
偏爱,0,0.0
星空,0,0.0
占星术,0,0.0
哀伤,0,0.0
书本,0,0.0
死胡同,0,0.0
动物界,0,0.0
合成氨,0,0.0
毒性,0,0.0
思考,0,0.0
水分,0,0.0
黄色,0,0.0
紫色,0,0.0
蒸馏水,0,0.0
黄绿色,0,0.0
漂白性,0,0.0
萃取,0,0.0
习题,0,0.0
养气,0,0.0
腐蚀性,0,0.0
钝化,0,0.0
硫酸铵,0,0.0
二氧化氮,0,0.0
四氧化二氮,0,0.0
碳酸铜,0,0.0
衍生物,0,0.0
碳氢化合物,0,0.0
芳香烃,0,0.0
荔枝,0,0.0
交流,0,0.0
多样性,0,0.0
阿波罗,0,0.0
光明,0,0.0
中年,0,0.0
遥想,0,0.0
地核,0,0.0
眼帘,0,0.0
眼里,0,0.0
线索,0,0.0
遗体,0,0.0
图片,0,0.0
兴趣,0,0.0
废弃物,0,0.0
GDP,0,0.0
蒙古国,0,0.0
改造,0,0.0
西红柿,0,0.0
舞厅,0,0.0
人工,0,0.0
尘埃,0,0.0
烟火,0,0.0
建筑群,0,0.0
语言,0,0.0
盲文,0,0.0
时节,0,0.0
疲劳,0,0.0
瓜瓤,0,0.0
神经系统,0,0.0
化学激素,0,0.0
石蕊,0,0.0
灭火,0,0.0
氧化性,0,0.0
序数,0,0.0
通性,0,0.0
氧化钠,0,0.0
置换,0,0.0
氯化钙,0,0.0
煤油,0,0.0
氯化锰,0,0.0
氟化氢,0,0.0
洞中,0,0.0
挥发性,0,0.0
漂白,0,0.0
偏向,0,0.0
纸上,0,0.0
红热,0,0.0
H⁺,0,0.0
白烟,0,0.0
化学平衡,3,0.05
酸盐,0,0.0
硫酸铁,0,0.0
过量,0,0.0
Na₂CO₃+H₂O+CO₂↑,0,0.0
血红色,0,0.0
FeCl₂,0,0.0
负极,0,0.0
溴水,0,0.0
氯化氢,0,0.0
乙基,0,0.0
烃炔,0,0.0
羧酸,0,0.0
共性,0,0.0
羟基,0,0.0
氯乙烯,0,0.0
肽链,0,0.0
所得,0,0.0
胶体,0,0.0
mol,0,0.0
木条,0,0.0
白雾,0,0.0
铵盐,0,0.0
NH3,0,0.0
NO2,0,0.0
光导纤维,0,0.0
Fe3+,0,0.0
棕色,0,0.0
无色,0,0.0
溴化氢,0,0.0
氢化,0,0.0
变性,0,0.0
单体,0,0.0
化学纤维,0,0.0
合成橡胶,0,0.0
运动学,0,0.0
经验,0,0.0
v₂,0,0.0
mgh,0,0.0
中和,0,0.0
屏蔽,0,0.0
直流电,0,0.0
MΩ,0,0.0
I₂,0,0.0
R₁,0,0.0
偏转,0,0.0
磁感线,0,0.0
谐波,0,0.0
热现象,0,0.0
立方体,0,0.0
Fy,0,0.0
木块,0,0.0
/s,0,0.0
总量,0,0.0
底端,0,0.0
一会儿,0,0.0
EB,0,0.0
左手,0,0.0
右手,0,0.0
2p,0,0.0
Pa,0,0.0
分量式,0,0.0
增量,0,0.0
中点,0,0.0
放电,0,0.0
焦点,0,0.0
平行,0,0.0
量词,0,0.0
成立,0,0.0
原象,0,0.0
对数,0,0.0
铁原子直接,0,0.0
水和尘埃,0,0.0
运动着的物质,0,0.0
不同的元素,0,0.0
原子核和电子,0,0.0
两对平行边,0,0.0
电子元器件,0,0.0
几个透镜组合,0,0.0
什么东西,0,0.0
硬件和软件,0,0.0
砂和石,0,0.0
个民族,0,0.0
三大部分,0,0.0
三个主要部分,0,0.0
笔画,0,0.0
三部分,0,0.0
什么材料,0,0.0
两种小的微粒,0,0.0
气体和尘埃,0,0.0
个电容,0,0.0
多个行政区,0,0.0
氢分子等,0,0.0
正六边形,0,0.0
碳和氧,0,0.0
轮和轴,0,0.0
一个原子,0,0.0
两个氧原子,0,0.0
不同元素,0,0.0
12行树,0,0.0
长周期元素,0,0.0
溶剂和溶质,0,0.0
统称,0,0.0
象征,0,0.0
围墙,0,0.0
名字,0,0.0
指挥系统,0,0.0
光学仪器,0,0.0
叠加,0,0.0
航天器,0,0.0
破碎,0,0.0
成就,0,0.0
相似形,0,0.0
弧形,0,0.0
橙色,0,0.0
原料,0,0.0
化工原料,0,0.0
指挥者,0,0.0
家电,0,0.0
必然结果,0,0.0
庞然大物,0,0.0
化学电池,0,0.0
金属材料,0,0.0
游离态,0,0.0
相互作用力,0,0.0
椭圆形,0,0.0
表现形式,0,0.0
很久以前,0,0.0
纯金,0,0.0
铜合金,0,0.0
水银,0,0.0
航行灯,0,0.0
热辐射,0,0.0
火球,0,0.0
正多边形,0,0.0
电台,0,0.0
标量,0,0.0
魅力,0,0.0
野菜,0,0.0
法律,0,0.0
两栖动物,0,0.0
家园,0,0.0
种属,0,0.0
陆生动物,0,0.0
收获,0,0.0
隐患,0,0.0
结果显示,0,0.0
子集,0,0.0
逆运算,0,0.0
特例,0,0.0
球体,0,0.0
因数,0,0.0
辅助工具,0,0.0
神经中枢,0,0.0
躯壳,0,0.0
再生能源,0,0.0
中心线,0,0.0
新大陆,0,0.0
假想,0,0.0
不性,0,0.0
未来,0,0.0
村庄,0,0.0
地标,0,0.0
一环,0,0.0
故事,0,0.0
心脏科主任,0,0.0
数量指标,0,0.0
形码,0,0.0
金融服务,0,0.0
创新,0,0.0
追求,0,0.0
蒸汽,0,0.0
著作,0,0.0
思想家,0,0.0
电致发光,0,0.0
民生问题,0,0.0
载体,0,0.0
节点,0,0.0
人,0,0.0
量,0,0.0
基础科学,0,0.0
形旁,0,0.0
大行星,0,0.0
泉水,0,0.0
爆发,0,0.0
片段,0,0.0
居住地,0,0.0
法拉,0,0.0
难题,0,0.0
音译,0,0.0
数制,0,0.0
网络设备,0,0.0
前提条件,0,0.0
头,0,0.0
腺体,0,0.0
角质层,0,0.0
物质基础,0,0.0
时期,0,0.0
愿望,0,0.0
瓶颈,0,0.0
国鸟,0,0.0
六角形,0,0.0
冰块,0,0.0
交叉学科,0,0.0
广播台,0,0.0
魔王,0,0.0
碳纤维,0,0.0
回事,0,0.0
庄稼,0,0.0
基石,0,0.0
底线,0,0.0
权宜之计,0,0.0
花,0,0.0
好助手,0,0.0
建筑工程,0,0.0
柱体,0,0.0
六边形,0,0.0
电子仪器,0,0.0
传导体,0,0.0
脂肪,0,0.0
病,0,0.0
美食,0,0.0
骨架,0,0.0
飞跃,0,0.0
充分条件,0,0.0
复色光,0,0.0
铁球,0,0.0
合运动,0,0.0
小轮,0,0.0
代数和,0,0.0
杠杆,0,0.0
比,0,0.0
文件名称,0,0.0
立足点,0,0.0
薄层,0,0.0
定值,0,0.0
和,0,0.0
有毒气体,0,0.0
逆反应,0,0.0
弱酸,0,0.0
作用点,0,0.0
记录汉语的书面符号,0,0.0
计量温度的单位,0,0.0
比较句中,0,0.0
小规模的生产活动,0,0.0
两个星球之间的相互作用,0,0.0
测量身体温度,0,0.0
测量身体温度的,0,0.0
强调完全达到或差不多达到了某种程度,0,0.0
观察远距离物体的光学仪器,0,0.0
不同的物体上的,0,0.0
重物的向下的引力P,0,0.0
绳子上),0,0.0
地球上),0,0.0
物体上的压力F跟受力面积S的比值,0,0.0
所有适用的机型,0,0.0
科学技术中,0,0.0
铺地,0,0.0
机器修理和安装,0,0.0
测量温度,0,0.0
测量的指纹仅是相当小的一片表皮,0,0.0
治病的药物成分,0,0.0
不同的物体上,0,0.0
描述变量之间,0,0.0
描述变量之间的关系的概念,0,0.0
军事信息加密的凯撒密码,0,0.0
刻画事件出现,0,0.0
刻画事件出现的可能性大小的数量指标,0,0.0
统计学领域是为统计学发展奠下了一脚油门,0,0.0
标记汉字读音,0,0.0
标记汉字读音的拼音也就可以自然地作为汉字的输入编码,0,0.0
解决航空航天工业中的具体问题,0,0.0
传送保密内容,0,0.0
导航定位,0,0.0
建筑、机械制造、交通运输等领域,0,0.0
航空、建筑、包装等行业,0,0.0
分辨方位的依据,0,0.0
建筑、机械制造等领域,0,0.0
计量温度,0,0.0
进行操作实现的运动,0,0.0
高速计算的电子计算机器,0,0.0
存储文件 操作系统统一管理计算机系统的全部资源 操作系统是用户和计算机的接口 操作系统是系统软件的核心 关于操作系统的目的说法不正确的是,0,0.0
传递兴奋的,0,0.0
保护真皮的,0,0.0
农业、医学和其他领域的生产实践,0,0.0
确定物体处于相对静止或相对运动状态,0,0.0
确定物体处于相对静止或相对运动状态的比较物,0,0.0
制造养分实际上是适应环境的一个表现,0,0.0
信息技术中的具有半导体功能的元素,0,0.0
测定光合作用的速度,0,0.0
激活转运、合成大分子、细胞分裂和肌肉收缩,0,0.0
繁殖培育更符合我们意愿,0,0.0
繁殖培育更符合我们意愿的动物和植物的一种常用方法,0,0.0
复制,0,0.0
整式运算,0,0.0
微观粒子,0,0.0
宏观物体,0,0.0
表示事物的成分或形状,0,0.0
养金鱼,0,0.0
存放程序和数据,0,0.0
存放程序和数据的,0,0.0
克来做重量的单位而不是重力的单位,0,0.0
信息技术中的、具有半导体功能的元素,0,0.0
事物或人的组合,0,0.0
指事物的组成,0,0.0
制造耐火坩埚,0,0.0
